year,company_name,amount,state_code,category
2022,KRATOS DEFENSE ROCKET SUPPORT SERVICES,1283575.97,CA,Traditional Contractors
2023,KRATOS DEFENSE ROCKET SUPPORT SERVICES,483164.91,CA,Traditional Contractors
2024,KRATOS DEFENSE ROCKET SUPPORT SERVICES,616070.8,CA,Traditional Contractors
2024,KRATOS DEFENSE ROCKET SUPPORT SERVICES,189303.25,CA,Traditional Contractors
2024,KRATOS DEFENSE ROCKET SUPPORT SERVICES,337608,CA,Traditional Contractors
2024,KRATOS DEFENSE ROCKET SUPPORT SERVICES,417620.88,CA,Traditional Contractors
2020,KRATOS SRE,0,CA,Traditional Contractors
2021,KRATOS SRE,1084991,CA,Traditional Contractors
2021,KRATOS SRE,586500,CA,Traditional Contractors
2021,KRATOS SRE,1402421,CA,Traditional Contractors
2021,KRATOS SRE,4805.56,CA,Traditional Contractors
2021,KRATOS SRE,45133.84,CA,Traditional Contractors
2022,KRATOS SRE,517000,CA,Traditional Contractors
2023,KRATOS SRE,135000,CA,Traditional Contractors
2024,KRATOS SRE,65999,CA,Traditional Contractors
2020,KRATOS UNMANNED AERIAL SYSTEMS,3999,CA,Traditional Contractors
2020,KRATOS UNMANNED AERIAL SYSTEMS,0,CA,Traditional Contractors
2021,KRATOS UNMANNED AERIAL SYSTEMS,37771577,CA,Traditional Contractors
2022,KSAT,161638.74,CO,Traditional Contractors
2020,KZF DESIGN,204549.71,OH,Traditional Contractors
2024,L1 STANDARDS AND TECHNOLOGY,408155,VA,Traditional Contractors
2021,L3 TECHNOLOGIES,3500,UT,Traditional Contractors
2021,L3 TECHNOLOGIES,0,UT,Traditional Contractors
2021,L3HARRIS TECHNOLOGIES,0,VA,Traditional Contractors
2021,L3HARRIS TECHNOLOGIES,10000,VA,Traditional Contractors
2021,L3HARRIS TECHNOLOGIES,7384461,IN,Traditional Contractors
2021,L3HARRIS TECHNOLOGIES,423200,NJ,Traditional Contractors
2021,L3HARRIS TECHNOLOGIES,3500,CO,Traditional Contractors
2021,L3HARRIS TECHNOLOGIES,0,CO,Traditional Contractors
2022,L3HARRIS TECHNOLOGIES,86705716.75,VA,Traditional Contractors
2023,L3HARRIS TECHNOLOGIES,194000000,IN,Traditional Contractors
2018,LAIRSON BRUCE,124970,CA,Traditional Contractors
2019,LAIRSON BRUCE,749832,CA,Traditional Contractors
2019,LAMBDA METRICS,717871,CO,Traditional Contractors
2019,LAMBDAVISION INCORPORATED,121614,CT,Traditional Contractors
2018,LASER PLASMA TECHNOLOGIES,849298,VA,Traditional Contractors
2023,LASER THERMAL ANALYSIS,1399887,VA,Traditional Contractors
2018,LAUNCHPOINT TECHNOLOGIES,124970,CA,Traditional Contractors
2018,LAUNCHPOINT TECHNOLOGIES,71889,CA,Traditional Contractors
2018,LEIDEN MEASUREMENT TECHNOLOGY,749967,CA,Traditional Contractors
2018,LEIDEN MEASUREMENT TECHNOLOGY,124825,CA,Traditional Contractors
2019,LEIDEN MEASUREMENT TECHNOLOGY,749823,CA,Traditional Contractors
2019,LEIDEN MEASUREMENT TECHNOLOGY,124970,CA,Traditional Contractors
2019,LEIDEN MEASUREMENT TECHNOLOGY,124978,CA,Traditional Contractors
2020,LEIDEN MEASUREMENT TECHNOLOGY,749828,CA,Traditional Contractors
2020,LEIDEN MEASUREMENT TECHNOLOGY,749823,CA,Traditional Contractors
2020,LEIDEN MEASUREMENT TECHNOLOGY,124915,CA,Traditional Contractors
2015,LEIDOS,199951.65,MD,Traditional Contractors
2015,LEIDOS,199921.76,MD,Traditional Contractors
2015,LEIDOS,699900.22,MD,Traditional Contractors
2015,LEIDOS,527011.71,VA,Traditional Contractors
2015,LEIDOS,1445835.62,VA,Traditional Contractors
2015,LEIDOS,1630179.27,VA,Traditional Contractors
2015,LEIDOS,1370850,VA,Traditional Contractors
2015,LEIDOS,249546,VA,Traditional Contractors
2015,LEIDOS,279976.37,VA,Traditional Contractors
2015,LEIDOS,281986.65,VA,Traditional Contractors
2015,LEIDOS,6526034.79,VA,Traditional Contractors
2015,LEIDOS,110990.48,VA,Traditional Contractors
2016,LEIDOS,142443.46,VA,Traditional Contractors
2016,LEIDOS,299298.45,VA,Traditional Contractors
2016,LEIDOS,734086.22,VA,Traditional Contractors
2016,LEIDOS,1659560.15,VA,Traditional Contractors
2016,LEIDOS,276537.84,VA,Traditional Contractors
2016,LEIDOS,345441.3,VA,Traditional Contractors
2016,LEIDOS,542234.99,VA,Traditional Contractors
2016,LEIDOS,237064.04,VA,Traditional Contractors
2017,LEIDOS,8272739.23,VA,Traditional Contractors
2017,LEIDOS,360619.86,VA,Traditional Contractors
2017,LEIDOS,449876.71,VA,Traditional Contractors
2017,LEIDOS,214678.28,VA,Traditional Contractors
2017,LEIDOS,2490251.49,VA,Traditional Contractors
2017,LEIDOS,326770.16,VA,Traditional Contractors
2020,LEIDOS,4379367.82,VA,Traditional Contractors
2021,LEIDOS,0,VA,Traditional Contractors
2022,LEIDOS,109600.34,VA,Traditional Contractors
2023,LEIDOS,489720,VA,Traditional Contractors
2023,LEIDOS,63500,VA,Traditional Contractors
2023,LEIDOS,490125,VA,Traditional Contractors
2024,LEIDOS,10000,VA,Traditional Contractors
2024,LEIDOS,500000,VA,Traditional Contractors
2019,LENZNER RESEARCH,124999,AZ,Traditional Contractors
2018,LER TECHNOLOGIES,124954,CA,Traditional Contractors
2020,LEWIZ COMMUNICATIONS,124425,CA,Traditional Contractors
2019,LGARDE,124899,CA,Traditional Contractors
2020,LGARDE,749752,CA,Traditional Contractors
2020,LGARDE,124970,CA,Traditional Contractors
2018,LIFE CYCLE ENGINEERING,7506248.81,SC,Traditional Contractors
2021,LIFE CYCLE ENGINEERING,5339781.01,SC,Traditional Contractors
2022,LIFT AIRCRAFT,2659104.97,TX,Traditional Contractors
2019,LIGHTSPIN TECHNOLOGIES,124974,NY,Traditional Contractors
2018,LIGNAMED,754766,PA,Traditional Contractors
2018,LIQUID ROBOTICS,1994508.94,CA,Traditional Contractors
2019,LITESPAR,118961,AZ,Traditional Contractors
2020,LITESPAR,687512,AZ,Traditional Contractors
2018,LITTLE PRAIRIE SERVICES,749750,NM,Traditional Contractors
2020,LITTLE PRAIRIE SERVICES,124925,NM,Traditional Contractors
2018,LM GROUP HOLDINGS,124950,CA,Traditional Contractors
2019,LM GROUP HOLDINGS,124998,CA,Traditional Contractors
2020,LM GROUP HOLDINGS,124994,CA,Traditional Contractors
2020,LOADPATH,599944,NM,Traditional Contractors
2020,LOADPATH,124949,NM,Traditional Contractors
2020,LOADPATH,124969,NM,Traditional Contractors
2024,LOADPATH,134196.34,NM,Traditional Contractors
2015,LOCKHEED MARTIN,105465.49,GA,Traditional Contractors
2016,LOCKHEED MARTIN,140000,TX,Traditional Contractors
2016,LOCKHEED MARTIN,180238926,TX,Traditional Contractors
2017,LOCKHEED MARTIN,443180.08,NY,Traditional Contractors
2018,LOCKHEED MARTIN,999748.65,NY,Traditional Contractors
2019,LOCKHEED MARTIN,484011,NY,Traditional Contractors
2019,LOCKHEED MARTIN,150000,CA,Traditional Contractors
2019,LOCKHEED MARTIN,560130.31,CA,Traditional Contractors
2019,LOCKHEED MARTIN,372850,CA,Traditional Contractors
2020,LOCKHEED MARTIN,3991,TX,Traditional Contractors
2020,LOCKHEED MARTIN,0,TX,Traditional Contractors
2020,LOCKHEED MARTIN,555532,TX,Traditional Contractors
2020,LOCKHEED MARTIN,27484519.5,TX,Traditional Contractors
2020,LOCKHEED MARTIN,1499383,TX,Traditional Contractors
2020,LOCKHEED MARTIN,800275,TX,Traditional Contractors
2020,LOCKHEED MARTIN,149169384.5,TX,Traditional Contractors
2020,LOCKHEED MARTIN,2893130,CA,Traditional Contractors
2021,LOCKHEED MARTIN,4266192,NY,Traditional Contractors
2021,LOCKHEED MARTIN,0,PA,Traditional Contractors
2021,LOCKHEED MARTIN,3500,PA,Traditional Contractors
2021,LOCKHEED MARTIN,0,PA,Traditional Contractors
2021,LOCKHEED MARTIN,10000,PA,Traditional Contractors
2021,LOCKHEED MARTIN,2653782,TX,Traditional Contractors
2021,LOCKHEED MARTIN,69721101,CO,Traditional Contractors
2021,LOCKHEED MARTIN,50521689.28,CO,Traditional Contractors
2021,LOCKHEED MARTIN,6506336,CO,Traditional Contractors
2021,LOCKHEED MARTIN,2567344.02,CA,Traditional Contractors
2021,LOCKHEED MARTIN,8755492,CA,Traditional Contractors
2021,LOCKHEED MARTIN,143313220,CA,Traditional Contractors
2022,LOCKHEED MARTIN,2114976,GA,Traditional Contractors
2022,LOCKHEED MARTIN,0,GA,Traditional Contractors
2022,LOCKHEED MARTIN,22635545,GA,Traditional Contractors
2022,LOCKHEED MARTIN,2770845,GA,Traditional Contractors
2022,LOCKHEED MARTIN,939825448.2,TX,Traditional Contractors
2022,LOCKHEED MARTIN,107403915,TX,Traditional Contractors
2022,LOCKHEED MARTIN,11703452,TX,Traditional Contractors
2022,LOCKHEED MARTIN,320257670,TX,Traditional Contractors
2022,LOCKHEED MARTIN,4744478.68,TX,Traditional Contractors
2022,LOCKHEED MARTIN,93080002.51,CO,Traditional Contractors
2022,LOCKHEED MARTIN,15178041,CA,Traditional Contractors
2023,LOCKHEED MARTIN,6708115,GA,Traditional Contractors
2023,LOCKHEED MARTIN,711345.71,GA,Traditional Contractors
2023,LOCKHEED MARTIN,2050000,TX,Traditional Contractors
2023,LOCKHEED MARTIN,1625792.94,TX,Traditional Contractors
2023,LOCKHEED MARTIN,3997571,TX,Traditional Contractors
2023,LOCKHEED MARTIN,240868,CO,Traditional Contractors
2024,LOCKHEED MARTIN,25700737.77,GA,Traditional Contractors
2024,LOCKHEED MARTIN,0,TX,Traditional Contractors
2024,LOCKHEED MARTIN,44918,TX,Traditional Contractors
2024,LOCKHEED MARTIN,1429983,CO,Traditional Contractors
2024,LOCKHEED MARTIN,80025316,CO,Traditional Contractors
2024,LOCKHEED MARTIN,45999924,CA,Traditional Contractors
2024,LOCKHEED MARTIN,1464068,CA,Traditional Contractors
2025,LOCKHEED MARTIN,20000000,CO,Traditional Contractors
2020,LOGISIC DEVICES,124408,CA,Traditional Contractors
2019,LORAND TECHNOLOGIES,123420,TX,Traditional Contractors
2020,LOWELL DIGISONDE INTERNATIONAL,124167,MA,Traditional Contractors
2018,LUNA INNOVATIONS INCORPORATED,746542,VA,Traditional Contractors
2018,LUNA INNOVATIONS INCORPORATED,749970,VA,Traditional Contractors
2019,LUNA INNOVATIONS INCORPORATED,749996,VA,Traditional Contractors
2020,LUNA INNOVATIONS INCORPORATED,124998,VA,Traditional Contractors
2020,LUNA INNOVATIONS INCORPORATED,1615726,VA,Traditional Contractors
2020,LUNA INNOVATIONS INCORPORATED,748536,VA,Traditional Contractors
2020,LUNA INNOVATIONS INCORPORATED,107999.29,VA,Traditional Contractors
2020,LUNAR RESOURCES,124997,TX,Traditional Contractors
2020,LUNAR RESOURCES,124951,TX,Traditional Contractors
2019,LYNNTECH,754999,TX,Traditional Contractors
2019,LYNNTECH,125000,TX,Traditional Contractors
2019,LYNNTECH,124965,TX,Traditional Contractors
2019,LYNNTECH,124996,TX,Traditional Contractors
2019,LYNNTECH,124999,TX,Traditional Contractors
2020,LYNNTECH,749962,TX,Traditional Contractors
2020,LYNNTECH,124926,TX,Traditional Contractors
2020,LYNNTECH,124674,TX,Traditional Contractors
2024,LYTEN,4430000,CA,Traditional Contractors
2018,M4 ENGINEERING,124842,CA,Traditional Contractors
2018,M4 ENGINEERING,518789,CA,Traditional Contractors
2019,M4 ENGINEERING,124976,CA,Traditional Contractors
2019,M4 ENGINEERING,501738,CA,Traditional Contractors
2020,M4 ENGINEERING,1124962,CA,Traditional Contractors
2020,M4 ENGINEERING,124906,CA,Traditional Contractors
2020,M4 ENGINEERING,124968,CA,Traditional Contractors
2020,M4 ENGINEERING,1124333,CA,Traditional Contractors
2020,MACHINA LABS,124679,CA,Traditional Contractors
2019,MAGIQ TECHNOLOGIES,124918,MA,Traditional Contractors
2018,MAGNIN MICHAEL,124999,WA,Traditional Contractors
2019,MAGNIN MICHAEL,749962,WA,Traditional Contractors
2018,MAGNOLIA OPTICAL TECHNOLOGIES,1348131,MA,Traditional Contractors
2018,MAGNOLIA OPTICAL TECHNOLOGIES,749999,MA,Traditional Contractors
2019,MAGNOLIA OPTICAL TECHNOLOGIES,121417,MA,Traditional Contractors
2020,MAGNOLIA OPTICAL TECHNOLOGIES,741929,MA,Traditional Contractors
2018,MAINSTREAM ENGINEERING,123684,FL,Traditional Contractors
2018,MAINSTREAM ENGINEERING,124664,FL,Traditional Contractors
2019,MAINSTREAM ENGINEERING,121459,FL,Traditional Contractors
2019,MAINSTREAM ENGINEERING,123152,FL,Traditional Contractors
2020,MAINSTREAM ENGINEERING,749883,FL,Traditional Contractors
2020,MAINSTREAM ENGINEERING,124948,FL,Traditional Contractors
2020,MAINSTREAM ENGINEERING,124428,FL,Traditional Contractors
2020,MAINSTREAM ENGINEERING,124928,FL,Traditional Contractors
2021,MAKAI OCEAN ENGINEERING,224900,HI,Traditional Contractors
2022,MAKAI OCEAN ENGINEERING,1499803,HI,Traditional Contractors
2018,MAKEL ENGINEERING,124968,CA,Traditional Contractors
2019,MAKEL ENGINEERING,124916,CA,Traditional Contractors
2019,MAKEL ENGINEERING,799816,CA,Traditional Contractors
2020,MAKEL ENGINEERING,124991,CA,Traditional Contractors
2020,MAKEL ENGINEERING,749946,CA,Traditional Contractors
2020,MAKEL ENGINEERING,49924,CA,Traditional Contractors
2020,MALIN SPACE SCIENCE SYSTEMS,3178392,CA,Traditional Contractors
2024,MANAGEMENT SERVICES GROUP,7943504.5,VA,Traditional Contractors
2015,MANTECH ADVANCED SYSTEMS INTERNATIONAL,32711513.96,VA,Traditional Contractors
2016,MANTECH ADVANCED SYSTEMS INTERNATIONAL,31649714.82,VA,Traditional Contractors
2017,MANTECH ADVANCED SYSTEMS INTERNATIONAL,14624979.46,VA,Traditional Contractors
2020,MANTIS COMPOSITES,124722,CA,Traditional Contractors
2016,MARICELIS ROMAN MIRANDA,49990.5,PR,Traditional Contractors
2017,MARITIME RESEARCH ASSOCIATES,82368,MI,Traditional Contractors
2020,MARK G MILLER,221721.34,UT,Traditional Contractors
2018,MARK ONEILL,124698,TX,Traditional Contractors
2022,MARS AEROSPACE,249342,FL,Traditional Contractors
2019,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,825000,MA,Traditional Contractors
2023,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,711662,MA,Traditional Contractors
2018,MASTEN SPACE SYSTEMS,123822,CA,Traditional Contractors
2019,MASTEN SPACE SYSTEMS,123260,CA,Traditional Contractors
2019,MASTEN SPACE SYSTEMS,122698,CA,Traditional Contractors
2019,MASTEN SPACE SYSTEMS,749593,CA,Traditional Contractors
2020,MASTEN SPACE SYSTEMS,749999,CA,Traditional Contractors
2020,MASTEN SPACE SYSTEMS,702822,CA,Traditional Contractors
2020,MASTEN SPACE SYSTEMS,148776,CA,Traditional Contractors
2021,MASTEN SPACE SYSTEMS,4399850,CA,Traditional Contractors
2021,MASTEN SPACE SYSTEMS,1579316,CA,Traditional Contractors
2018,MATERIALS MODIFICATIONS,124991,VA,Traditional Contractors
2019,MATERIALS RESEARCH DESIGN,124871,PA,Traditional Contractors
2019,MATERIALS RESEARCH DESIGN,124943,PA,Traditional Contractors
2020,MATERIALS RESEARCH DESIGN,749970,PA,Traditional Contractors
2020,MATERIALS RESEARCH DESIGN,338550,PA,Traditional Contractors
2023,MATHEMATICAL SYSTEMS SOLUTIONS,999851,CA,Traditional Contractors
2022,MATTER LABS,1259385.26,CA,Traditional Contractors
2019,MAXAR SPACE,499866,CA,Traditional Contractors
2019,MAXAR SPACE,852771785,CA,Traditional Contractors
2020,MAXAR SPACE,6875115,CA,Traditional Contractors
2020,MAXAR SPACE,7477355,CA,Traditional Contractors
2020,MAXAR SPACE,2674475,CA,Traditional Contractors
2020,MAXAR SPACE,208217,CA,Traditional Contractors
2020,MAXAR SPACE,348310,CA,Traditional Contractors
2020,MAXAR SPACE,348677,CA,Traditional Contractors
2021,MAXAR SPACE,405150,CA,Traditional Contractors
2021,MAXAR SPACE,1214125,CA,Traditional Contractors
2021,MAXAR SPACE,458310,CA,Traditional Contractors
2021,MAXAR SPACE,9194561,CA,Traditional Contractors
2021,MAXAR SPACE,1085904,CA,Traditional Contractors
2021,MAXAR SPACE,8318939,CA,Traditional Contractors
2022,MAXAR SPACE,252263,CA,Traditional Contractors
2022,MAXAR SPACE,10119674,CA,Traditional Contractors
2022,MAXAR SPACE,376763,CA,Traditional Contractors
2022,MAXAR SPACE,252263,CA,Traditional Contractors
2022,MAXAR SPACE,429645,CA,Traditional Contractors
2022,MAXAR SPACE,429645,CA,Traditional Contractors
2022,MAXAR SPACE,252263,CA,Traditional Contractors
2022,MAXAR SPACE,252263,CA,Traditional Contractors
2023,MAXAR SPACE,173269,CA,Traditional Contractors
2023,MAXAR SPACE,657175,CA,Traditional Contractors
2023,MAXAR SPACE,328064,CA,Traditional Contractors
2023,MAXAR SPACE,168340,CA,Traditional Contractors
2023,MAXAR SPACE,429645,CA,Traditional Contractors
2023,MAXAR SPACE,129821,CA,Traditional Contractors
2023,MAXAR SPACE,376763,CA,Traditional Contractors
2023,MAXAR SPACE,168340,CA,Traditional Contractors
2023,MAXAR SPACE,376763,CA,Traditional Contractors
2023,MAXAR SPACE,168340,CA,Traditional Contractors
2023,MAXAR SPACE,429645,CA,Traditional Contractors
2023,MAXAR SPACE,252263,CA,Traditional Contractors
2023,MAXAR SPACE,817586,CA,Traditional Contractors
2023,MAXAR SPACE,318510,CA,Traditional Contractors
2023,MAXAR SPACE,168340,CA,Traditional Contractors
2024,MAXAR SPACE,174573,CA,Traditional Contractors
2024,MAXAR SPACE,878886,CA,Traditional Contractors
2024,MAXAR SPACE,445950,CA,Traditional Contractors
2024,MAXAR SPACE,390891,CA,Traditional Contractors
2024,MAXAR SPACE,387906,CA,Traditional Contractors
2024,MAXAR SPACE,390891,CA,Traditional Contractors
2024,MAXAR SPACE,299927,CA,Traditional Contractors
2016,MAXAR SPACE ROBOTICS,71653,CA,Traditional Contractors
2021,MAXAR SPACE ROBOTICS,8722955,CA,Traditional Contractors
2023,MAXENTRIC TECHNOLOGIES,149939.26,NJ,Traditional Contractors
2015,MCLAUGHLIN RESEARCH,101100,CT,Traditional Contractors
2020,MEDIA FUSION,40000,AL,Traditional Contractors
2021,MEDIA FUSION,23744.75,AL,Traditional Contractors
2021,MEDIA FUSION,7999619.44,AL,Traditional Contractors
2021,MEDIA FUSION,1023912.84,AL,Traditional Contractors
2021,MEDIA FUSION,36189142.38,AL,Traditional Contractors
2018,MESH ROBOTICS,124949,PA,Traditional Contractors
2019,METAMAGNETICS,515930,MA,Traditional Contractors
2022,METAMAGNETICS,985920,MA,Traditional Contractors
2023,METAMAGNETICS,149420.97,MA,Traditional Contractors
2015,METIS SOLUTIONS,0,VA,Traditional Contractors
2015,METIS SOLUTIONS,0,VA,Traditional Contractors
2019,METIS TECHNOLOGY SOLUTIONS,74996,NM,Traditional Contractors
2024,METIS TECHNOLOGY SOLUTIONS,10000,NM,Traditional Contractors
2018,METROLASER INCORPORATED,124932,CA,Traditional Contractors
2019,METRON INCORPORATED,124942,VA,Traditional Contractors
2020,METRON INCORPORATED,124953,VA,Traditional Contractors
2020,METRON INCORPORATED,949881,VA,Traditional Contractors
2020,MGENUITY,124997,NJ,Traditional Contractors
2018,MHI ENERGY INFORMATION SOLUTIONS,124910,NC,Traditional Contractors
2020,MICHIGAN AEROSPACE,124942,MI,Traditional Contractors
2020,MICRO COOLING CONCEPTS,124973,CA,Traditional Contractors
2018,MICRO CRAFT,25000,TN,Traditional Contractors
2018,MICRO CRAFT,0,TN,Traditional Contractors
2018,MICRO HARMONICS,124699,VA,Traditional Contractors
2019,MICRO HARMONICS,749610,VA,Traditional Contractors
2020,MICRO HARMONICS,123662,VA,Traditional Contractors
2018,MICROELECTRONICS RESEARCH DEVELOPMENT,749936,CO,Traditional Contractors
2019,MICROELECTRONICS RESEARCH DEVELOPMENT,124986,CO,Traditional Contractors
2018,MICROLINK DEVICES,1125000,IL,Traditional Contractors
2018,MICROLINK DEVICES,125000,IL,Traditional Contractors
2019,MICROLINK DEVICES,1000000,IL,Traditional Contractors
2019,MICROLINK DEVICES,125000,IL,Traditional Contractors
2020,MICROLINK DEVICES,124570,IL,Traditional Contractors
2022,MICROLINK DEVICES,4500000,IL,Traditional Contractors
2018,MICROSCALE,749967,MA,Traditional Contractors
2019,MICROSCALE,124738,MA,Traditional Contractors
2018,MICROXACT,124989,VA,Traditional Contractors
2019,MICROXACT,124989,VA,Traditional Contractors
2019,MICROXACT,749996,VA,Traditional Contractors
2018,MIDE TECHNOLOGY,125000,MA,Traditional Contractors
2018,MIDE TECHNOLOGY,124999,MA,Traditional Contractors
2019,MILLENNITEK,124969,TN,Traditional Contractors
2020,MILLENNITEK,774931,TN,Traditional Contractors
2021,MILLENNIUM ENGINEERING AND INTEGRATION SERVICES,105645087.2,VA,Traditional Contractors
2022,MILLENNIUM ENGINEERING AND INTEGRATION SERVICES,1353083.07,VA,Traditional Contractors
2021,MILLENNIUM SPACE SYSTEMS,3500,CA,Traditional Contractors
2021,MILLENNIUM SPACE SYSTEMS,0,CA,Traditional Contractors
2022,MILLENNIUM SPACE SYSTEMS,17991281.97,CA,Traditional Contractors
2022,MILLER SCIENTIFIC INCORPORATED,0,AZ,Traditional Contractors
2019,MILLIMETER WAVE SYSTEMS,124993,MA,Traditional Contractors
2020,MILLIMETER WAVE SYSTEMS,919032,MA,Traditional Contractors
2020,MINNESOTA WIRE CABLE,99473,MN,Traditional Contractors
2019,MIRIOS,124380,CA,Traditional Contractors
2021,MIRIOS,749946,CA,Traditional Contractors
2017,MISCELLANEOUS FOREIGN AWARDEES,31329.11,DC,Traditional Contractors
2018,MISCELLANEOUS FOREIGN AWARDEES,47200,DC,Traditional Contractors
2015,MISTRAL,0,MD,Traditional Contractors
2015,MISTRAL,0,MD,Traditional Contractors
2018,MMA DESIGN,124812,CO,Traditional Contractors
2018,MMA DESIGN,749816,CO,Traditional Contractors
2020,MMA DESIGN,1761338,CO,Traditional Contractors
2020,MMA DESIGN,4888787,CO,Traditional Contractors
2019,MOCHII,0,WA,Traditional Contractors
2019,MOCHII,254375,WA,Traditional Contractors
2024,MODERN MACHINE AND TOOL COMPANY INCORPORATED,372359,VA,Traditional Contractors
2024,MODERN MACHINE AND TOOL COMPANY INCORPORATED,50000,VA,Traditional Contractors
2020,MODULARITY,124259,FL,Traditional Contractors
2020,MOHAWK INNOVATIVE TECHNOLOGY,124789,NY,Traditional Contractors
2022,MOIRE,225000,WA,Traditional Contractors
2023,MOIRE,548145,WA,Traditional Contractors
2019,MONTEREY TECHNOLOGIES,399818,UT,Traditional Contractors
2019,MONTEREY TECHNOLOGIES,243676.76,UT,Traditional Contractors
2019,MONTEREY TECHNOLOGIES,5000,UT,Traditional Contractors
2019,MONTEREY TECHNOLOGIES,0,UT,Traditional Contractors
2020,MONTEREY TECHNOLOGIES,59707.38,UT,Traditional Contractors
2020,MONTEREY TECHNOLOGIES,278922,UT,Traditional Contractors
2022,MONTEREY TECHNOLOGIES,43461,UT,Traditional Contractors
2022,MONTEREY TECHNOLOGIES,10000,UT,Traditional Contractors
2022,MONTEREY TECHNOLOGIES,0,UT,Traditional Contractors
2017,MOOG,910340,NY,Traditional Contractors
2018,MOOG,7244048,NY,Traditional Contractors
2020,MOOG,856761,CA,Traditional Contractors
2021,MOOG,229726,CA,Traditional Contractors
2022,MOOG,5242436,CA,Traditional Contractors
2018,MORNINGBIRD MEDIA,736492,AL,Traditional Contractors
2018,MORSECORP,49500,MA,Traditional Contractors
2019,MORSECORP,29932547.63,MA,Traditional Contractors
2024,MORSECORP,274367,MA,Traditional Contractors
2018,MOSAIC ATM,99999,VA,Traditional Contractors
2018,MOSAIC ATM,124787,VA,Traditional Contractors
2018,MOSAIC ATM,124936,VA,Traditional Contractors
2019,MOSAIC ATM,124908,VA,Traditional Contractors
2019,MOSAIC ATM,124298,VA,Traditional Contractors
2019,MOSAIC ATM,124908,VA,Traditional Contractors
2019,MOSAIC ATM,749679,VA,Traditional Contractors
2020,MOSAIC ATM,999895,VA,Traditional Contractors
2020,MOSAIC ATM,124821,VA,Traditional Contractors
2020,MOSAIC ATM,123522,VA,Traditional Contractors
2020,MOSAIC ATM,124916,VA,Traditional Contractors
2018,MOSAIC MATERIALS,122083,CA,Traditional Contractors
2020,MOSAIC MATERIALS,754756,CA,Traditional Contractors
2018,MOTIONPORT,124991,UT,Traditional Contractors
2019,MOTIV SPACE SYSTEMS,124966,CA,Traditional Contractors
2019,MOTIV SPACE SYSTEMS,124971,CA,Traditional Contractors
2020,MOTIV SPACE SYSTEMS,749928,CA,Traditional Contractors
2020,MOTIV SPACE SYSTEMS,6621599,CA,Traditional Contractors
2020,MOTIV SPACE SYSTEMS,124833,CA,Traditional Contractors
2020,MOTIV SPACE SYSTEMS,124621,CA,Traditional Contractors
2023,MTI SYSTEMS,91012.9,MD,Traditional Contractors
2019,MULTI3D,124905,NC,Traditional Contractors
2021,MULTI3D,742905,NC,Traditional Contractors
2019,MULTISCALE SYSTEMS,124832,MA,Traditional Contractors
2020,MULTISCALE SYSTEMS,1106192,MA,Traditional Contractors
2019,MYCROFT AI,120414,MO,Traditional Contractors
2021,MZA ASSOCIATES,16289533,NM,Traditional Contractors
2019,N5 SENSORS,754797,MD,Traditional Contractors
2015,NABIH YOUSSEF ASSOCIATES,54395,CA,Traditional Contractors
2020,NAHLIA,124977,CA,Traditional Contractors
2019,NALU SCIENTIFIC,124783,HI,Traditional Contractors
2019,NANOHMICS,124999,TX,Traditional Contractors
2019,NANOHMICS,124988,TX,Traditional Contractors
2020,NANOHMICS,117934,TX,Traditional Contractors
2023,NANOHMICS,979498,TX,Traditional Contractors
2019,NANOMATRONIX,123422,AR,Traditional Contractors
2020,NANOMATRONIX,124994,AR,Traditional Contractors
2021,NANORACKS,4304024.24,TX,Traditional Contractors
2021,NANORACKS,0,TX,Traditional Contractors
2022,NANORACKS,5227004.97,TX,Traditional Contractors
2023,NANORACKS,6458586,TX,Traditional Contractors
2024,NANORACKS,2000000,TX,Traditional Contractors
2020,NANOSCIENCE INSTRUMENTS,0,AZ,Traditional Contractors
2018,NANOSONIC,122699,VA,Traditional Contractors
2018,NANOSONIC,125000,VA,Traditional Contractors
2018,NANOSONIC,125000,VA,Traditional Contractors
2018,NANOSONIC,124316,VA,Traditional Contractors
2019,NANOSONIC,125000,VA,Traditional Contractors
2019,NANOSONIC,125000,VA,Traditional Contractors
2019,NANOSONIC,125000,VA,Traditional Contractors
2020,NANOSONIC,125000,VA,Traditional Contractors
2020,NANOSONIC,125000,VA,Traditional Contractors
2020,NANOSONIC,125000,VA,Traditional Contractors
2020,NANOSONIC,750000,VA,Traditional Contractors
2020,NANOSONIC,749615,VA,Traditional Contractors
2020,NANOSONIC,750000,VA,Traditional Contractors
2023,NANOSONIC,150000,VA,Traditional Contractors
2020,NANOVOX,123602,OR,Traditional Contractors
2020,NANOVOX,124319,OR,Traditional Contractors
2021,NANOVOX,749998,OR,Traditional Contractors
2022,NARF INDUSTRIES,2258507,CA,Traditional Contractors
2016,NATHAN KUNES,1509110.46,CA,Traditional Contractors
2018,NAVITAS ADVANCED SOLUTIONS GROUP,750000,MI,Traditional Contractors
2019,NAVITAS ADVANCED SOLUTIONS GROUP,124717,MI,Traditional Contractors
2018,NAVMAR APPLIED SCIENCES,1366338.3,PA,Traditional Contractors
2018,NEAR EARTH AUTONOMY,124896,PA,Traditional Contractors
2019,NEAR EARTH AUTONOMY,124676,PA,Traditional Contractors
